date,Temp,ws,SolarRad,Rainfall,Humidity,PM10,PM2.5
01-01-13,17,0,89.24,0,69,353.92,239.56
01-02-13,18.4,2,107.57,0,68,377.76,255.73
01-03-13,18.9,0,79.21,0,74,358.93,246.32
01-04-13,19.9,2,72.29,0,70,363.61,254.28
01-05-13,18.7,2,102.34,0,60,260.23,182.96
01-06-13,18.2,2,107.14,0,53,302.63,213.63
01-07-13,17.1,2,62.77,0,59,318.23,234.27
01-08-13,12.5,2.3,139.88,0,71,313.89,255.15
01-09-13,10.4,2,95.55,0,81,320.12,253.82
01-10-13,12.3,2,40.95,0,80,417.83,315.62
01-11-13,12.5,0,94.64,0,79,345.6,263.22
01-12-13,15.8,2,106.23,0,66,289.25,214.06
01-13-13,16.8,2,107.82,0,73,365.09,264.36
01-14-13,17.7,0,108.85,0,68,339,234.98
01-15-13,18.5,2,99.62,0,63,347.8,226.9
01-16-13,18.6,0,96.12,0,68,395.49,261.86
01-17-13,19.4,0,91.06,0,67,428.73,274.27
01-18-13,20,2,116.66,0,67,290.14,223.7
01-19-13,21.6,0,109.09,0,62,320.6,213.69
01-20-13,21.5,2,100.16,0,64,241.47,167.51
01-21-13,19.6,2,137.94,0,58,215.36,137.79
01-22-13,19.4,2,82,0,58,201.67,137.51
01-23-13,19,2.3,93.59,0,59,202.14,141
01-24-13,18.5,2.7,87.77,0,60,191.06,136.87
01-25-13,15.7,2.6,95.82,0,66,226.51,168.43
01-26-13,16.1,2.4,78.43,0,59,209.62,158.67
01-27-13,17,2,115.56,0,66,258.21,197.06
01-28-13,18.2,2,84.33,0,64,261.95,196.13
01-29-13,17.9,2,117.63,0,65,261.46,187.65
01-30-13,19.6,2,115.71,0,51,300.33,215.38
01-31-13,20,0,89.72,0,60,287.98,200.93
02-01-13,19.6,0,53.2,0,69,380.15,262.2
02-02-13,21.4,2,95.93,0,59,313.24,211.89
02-03-13,22.3,2,125.15,0,49,243.83,156.7
02-04-13,22.3,2,114.32,0,55,249.45,149.17
02-05-13,23.2,2,118.82,0,58,263.57,159.96
02-06-13,23.8,3,138.5,0,53,177.74,108.17
02-07-13,24.2,2,109.86,0,55,202.87,115.05
02-08-13,22,2.4,114.52,0,62,138.21,79.51
02-09-13,20.7,2,155.06,0,54,157.4,93.52
02-10-13,21.5,3,154.91,0,49,176.12,106.63
02-11-13,22.5,2,139.19,0,51,196.12,122.49
02-12-13,23.3,2,124.33,0,52,193.23,118.81
02-13-13,23.4,2,117.71,0,51,205.8,124.76
02-14-13,22.4,3,138.39,0,54,259.97,157.61
02-15-13,23.8,2,144.24,0,43,327.01,200.71
02-16-13,23.5,2,86.81,0,56,249.79,138.73
02-17-13,19.1,3,58.98,0,82,179.65,101.11
02-18-13,17.9,2,,8,83,,
02-19-13,20.4,2.5,,0,63,,
02-20-13,22.3,2,,0,55,,
02-21-13,23.1,2.8,,0,55,,
02-22-13,24.5,2.5,,0,51,,
02-23-13,24.8,2,,0,56,,
02-24-13,25.9,2,155.76,0,51,124.47,67.26
02-25-13,25.8,2,164.28,0,49,148.05,77.16
02-26-13,25.5,2.3,172.11,0,46,122.66,63.33
02-27-13,25.6,3,169.02,0,52,151.95,86.56
02-28-13,25.2,2,170.19,0,52,185.44,108.05
03-01-13,24,3,179.49,0,43,179.57,97.21
03-02-13,24.4,2.3,177.14,0,44,182.55,101.77
03-03-13,24.8,2,167.23,0,56,171.05,71.42
03-04-13,25.5,2,162.54,0,51,214.93,
03-05-13,25.1,2,170.38,0,50,200.83,
03-06-13,26.1,2,162.56,0,51,294.15,105.21
03-07-13,26.5,4,159.73,0,45,291.54,161.09
03-08-13,26.2,2.3,179.86,0,45,243.62,135.64
03-09-13,26.2,3,153.81,0,47,267.05,153
03-10-13,27,2.7,143.85,0,43,264.96,148.89
03-11-13,26.5,2,146.54,0,68,118.25,69.73
03-12-13,27.5,2,142.49,0,70,85.88,46.56
03-13-13,26.8,2,144.23,0,74,109.61,60.85
03-14-13,28.3,2,162.25,8,66,158.96,90.88
03-15-13,29.5,2.5,156.87,0,58,152.16,90.41
03-16-13,28.5,2,158.69,0,53,168.68,96.06
03-17-13,26,3,129.8,0,55,240.5,118.07
03-18-13,26.4,2.5,197.84,0,44,122.76,64.69
03-19-13,27.9,2,190.27,0,50,103.7,57.25
03-20-13,28.4,2.5,177.98,0,54,139.81,74.34
03-21-13,28.5,3,175.08,0,57,135.75,76.51
03-22-13,27.9,2,150.17,0,51,203.97,105.52
03-23-13,28.1,2,159.85,17,72,124.98,76.29
03-24-13,29.2,2,158.74,1,69,115.64,70.91
03-25-13,29.7,2,170.66,0,63,115.06,66.41
03-26-13,30.2,2,191.05,0,56,107.59,53.94
03-27-13,29.7,2,192.23,0,55,108.5,55.49
03-28-13,29.8,2.5,175.36,0,57,115.38,64.79
03-29-13,28.4,3.8,138.51,0,48,156.74,90.87
03-30-13,28.8,2.3,151.22,0,54,124.76,77.63
03-31-13,29.2,2,136.73,0,69,118.15,72.21
04-01-13,27.4,2,129.71,2,62,94.14,53.6
04-02-13,29.2,2,186.83,0,71,92.51,55.16
04-03-13,30,2.2,190.68,0,64,102.32,57.29
04-04-13,31.1,2.5,188.82,0,50,100.8,48.5
04-05-13,30.2,3.3,216.88,0,35,126.72,51.35
04-06-13,29.2,3.5,218.96,0,35,128.88,53.49
04-07-13,29.7,2.8,204.21,0,64,110.22,55.91
04-08-13,30.6,3.4,202.63,0,65,104.24,45.44
04-09-13,30.9,2.8,208.36,0,65,90.43,40.03
04-10-13,30.3,3,208.19,0,69,77.71,35.16
04-11-13,30.7,3,184.47,0,69,84.36,36.97
04-12-13,31.2,2.3,200.81,0,68,84.08,39.13
04-13-13,31.1,3.7,196.04,0,64,72.94,31.52
04-14-13,29.7,4,123,0,58,103.22,39.24
04-15-13,28.6,2.5,192.95,0,54,101.64,41.41
04-16-13,25.6,3.3,149.57,0,69,92.15,50.69
04-17-13,25.6,2.5,157.53,3,73,87.05,45.71
04-18-13,26.7,2,177.18,4,64,97.46,55.69
04-19-13,27.5,2.5,152.39,0,68,124.17,68.21
04-20-13,27.6,2.5,211.97,9,61,62.23,33.91
04-21-13,27.5,3,148.27,0,66,125.36,74.49
04-22-13,24.8,2,81.41,0,73,89.36,52.18
04-23-13,26.9,2,162.09,1,68,123.09,74.26
04-24-13,29,2.5,211.91,0,61,140.57,87.79
04-25-13,30.1,4,200.57,0,61,183.19,110.84
04-26-13,31.5,2,209.28,0,61,110.78,61.61
04-27-13,28.4,3,121.37,0,73,81.15,38.3
04-28-13,28.4,2.7,146.82,13,74,74.76,37.6
04-29-13,30.4,2.4,130.17,0,76,77.91,35.5
04-30-13,30.6,2.8,157.32,0,75,77.57,34.9
05-01-13,31.3,4.4,186.31,0,72,69.57,29.78
05-02-13,31.3,3.2,192.67,0,71,62.34,23.87
05-03-13,31.7,3.6,216.71,0,64,61.96,21.79
05-04-13,27.9,4,151.33,0,71,48.35,18.22
05-05-13,25.2,2.8,191.78,4,75,44.08,22.23
05-06-13,23.6,3.4,57.76,2,86,48.71,25.64
05-07-13,26.5,3,126.94,17,84,53.74,28.3
05-08-13,27.4,2,140.97,18,81,44.29,20.03
05-09-13,27.8,4,129.79,40,82,56.61,30.7
05-10-13,30.4,2.8,167.49,0,78,46.41,17.73
05-11-13,29.7,3.8,186.17,0,74,54.08,
05-12-13,26.8,2,152.95,7,79,,
05-13-13,28.7,2.3,177.83,3,73,,
05-14-13,27.8,3.5,150.88,19,76,,
05-15-13,28.5,2,136.58,0,75,,
05-16-13,23.4,2.5,33.87,3,91,35.13,19.94
05-17-13,28.8,3.3,178.92,75,78,76.74,39.75
05-18-13,28.8,3,114.63,0,81,91.44,43.87
05-19-13,30.6,3.7,196.97,3,74,84.31,38.07
05-20-13,27.5,2,95.6,0,86,74.13,40.89
05-21-13,26.7,2.3,91,30,85,64.37,
05-22-13,26.4,2,79.16,4,87,61.55,30
05-23-13,25.6,2,31.79,1,91,58.8,39
05-24-13,25.8,2.7,68.47,109,89,49.62,26.21
05-25-13,28.4,2,147.01,22,80,71.89,36.51
05-26-13,30,2,187.12,0,76,65.11,35
05-27-13,30,2,155.47,0,73,75.68,
05-28-13,29,2,154.84,0,74,48.6,
05-29-13,28.4,4.6,125.69,1,78,40.78,18.74
05-30-13,26.9,6.3,87.01,1,82,42.87,17.2
05-31-13,25.6,3,99.07,19,82,55.09,28.28
06-01-13,30.3,2,205.71,12,78,80.74,33.33
06-02-13,31,3.5,218.06,0,73,72.55,28.67
06-03-13,32.2,3.5,206.46,0,71,91.8,39.15
06-04-13,32.1,2,196.85,0,72,64.51,27.09
06-05-13,31.5,3.5,148.38,0,74,60.91,27.29
06-06-13,29.2,2,97.25,1,82,59.73,22.45
06-07-13,26.4,0,40.98,37,93,34.37,15.52
06-08-13,30,2.2,187.21,20,77,56.57,23.9
06-09-13,29.7,2,124.64,0,79,53.52,21.43
06-10-13,31.2,2,134.52,0,72,62.77,27.26
06-11-13,32.1,2,204.86,0,68,59.89,26.62
06-12-13,31.2,2.7,187.67,0,65,53.72,17.75
06-13-13,30.9,2,210.51,0,67,54.37,15.38
06-14-13,29.2,2,111.11,0,77,58.84,20.11
06-15-13,30.5,2.3,162.05,1,74,103.24,47.03
06-16-13,31.9,2,234.68,0,67,77.19,28.96
06-17-13,32,2.3,216.03,0,66,93.55,35.43
06-18-13,32.2,2,204.04,0,67,95.49,34.21
06-19-13,29.6,2.3,153.03,0,81,79.19,28.46
06-20-13,29.7,2,118.74,9,81,74.63,36.45
06-21-13,30.9,2,160.77,34,74,69.35,34.02
06-22-13,30.9,2,193.44,11,73,51.14,22.99
06-23-13,30.9,2.5,177.12,0,73,54.98,17.1
06-24-13,30.3,4.5,159.71,1,72,55.5,18.5
06-25-13,27.9,5.3,91.01,1,87,38.69,16.61
06-26-13,28.8,2,121.35,32,84,40.33,12.38
06-27-13,29.4,3,119.08,10,83,44.55,14.64
06-28-13,27.4,2,52.94,14,91,48.28,19.52
06-29-13,26.9,3,54.98,85,94,47.45,28.28
06-30-13,27.5,2,69.36,57,88,49.17,28.18
07-01-13,29.4,2,143.95,5,79,68.28,29.09
07-02-13,29.8,2,164.52,0,76,64.37,22.52
07-03-13,29.6,2,143.87,0,78,52.69,20.5
07-04-13,28.3,2.3,77.58,0,85,50.08,19.21
07-05-13,30.4,2.7,196.22,28,75,40.5,13.5
07-06-13,30,2.5,164.5,0,76,38.18,12.46
07-07-13,29.5,2.2,152.1,0,78,47.69,16.74
07-08-13,30.6,2.2,229.92,0,73,39.64,10.52
07-09-13,30.3,2.3,218.23,0,75,41.45,10.96
07-10-13,30.4,2,185.77,0,74,41.95,10.38
07-11-13,29.7,3.2,150,1,74,50.72,13.16
07-12-13,29.2,2.3,121.51,0,80,50.04,17.13
07-13-13,28.6,3.7,132.2,5,79,41.23,14.14
07-14-13,28.7,2,116.13,6,81,54.18,18.42
07-15-13,30.5,2.8,180.75,3,71,61.03,23.49
07-16-13,30,2.5,140.11,0,75,52.61,18.05
07-17-13,29.4,3.5,172.12,1,76,56.23,21.47
07-18-13,29.8,3.2,156.7,1,74,52.09,14.76
07-19-13,28.9,2.6,150.84,2,81,58.37,18.42
07-20-13,28.7,2,145.74,41,83,49.9,18.36
07-21-13,30.1,2,159.51,11,73,,18.49
07-22-13,31.1,2.7,246.56,2,69,56,16.73
07-23-13,30.9,2.2,97.62,0,69,45.96,12.17
07-24-13,30.6,2,176.09,1,70,48.72,13.99
07-25-13,29.4,2.8,142.06,0,76,39.18,13.6
07-26-13,27.7,4.5,108.35,5,87,32.07,16.56
07-27-13,26.9,2,57.23,29,90,32.08,15.32
07-28-13,26.1,2,48.13,122,92,40.1,23.46
07-29-13,27.9,2.3,118.46,35,82,45.6,20.35
07-30-13,29.1,2.8,196.94,3,76,53.35,23.74
07-31-13,28.3,2.5,,1,79,,
08-01-13,29.1,3.3,,4,78,,
08-02-13,30.2,2.8,,6,74,,
08-03-13,30.2,2,,0,79,,
08-04-13,29.2,2,,17,80,,
08-05-13,29.2,2.7,,0,74,,
08-06-13,26.9,2,,3,87,,
08-07-13,27.5,2.5,,20,88,,
08-08-13,28.3,2.5,,39,80,,
08-09-13,29.7,3,,1,75,,
08-10-13,27.6,1.7,,1,87,,
08-11-13,27.7,2,,18,85,,
08-12-13,28.1,2,,4,85,,
08-13-13,29.4,2,,4,78,,
08-14-13,28.2,2.7,,1,84,,
08-15-13,27.6,2,,0,88,,
08-16-13,27.6,2.3,,30,87,,
08-17-13,28.6,2.3,,8,80,,
08-18-13,28.4,3,,1,78,,
08-19-13,28.4,3.5,,0,76,,
08-20-13,27.1,5,,0,85,,
08-21-13,27.9,2.3,,1,84,,
08-22-13,29,2.3,,11,79,,
08-23-13,30.2,2.7,,7,75,,
08-24-13,30.1,2,,0,75,,
08-25-13,31.3,2,,0,72,,
08-26-13,28.7,2.5,,0,83,,
08-27-13,28,2,,17,84,,
08-28-13,28.6,2.3,,5,81,,
08-29-13,28.7,3,,4,82,,
08-30-13,29.3,2.2,,9,80,,
08-31-13,29,2.3,,1,85,,
09-01-13,29,2,,0,87,,
09-02-13,29.1,2.3,,2,79,,
09-03-13,29,2,,1,80,,
09-04-13,29.1,2,,5,81,,
09-05-13,28.8,2.5,,11,84,,
09-06-13,29.3,2,,4,82,,
09-07-13,29.3,2.3,,5,78,,
09-08-13,25.8,2,,0,94,,
09-09-13,27.8,2,,0,84,,
09-10-13,27.8,2,,0,83,,
09-11-13,28.8,0,,0,83,,
09-12-13,29.2,0,,3,83,,
09-13-13,31.4,2,,26,73,,
09-14-13,27.7,2,,12,85,,
09-15-13,29.6,2,,0,76,,
09-16-13,29.1,0,,0,80,,
09-17-13,29.5,2,,0,80,,
09-18-13,29.5,2,,12,78,,
09-19-13,29.8,3,,0,71,,
09-20-13,30.3,2.5,,2,72,,
09-21-13,29.8,2,,0,78,,
09-22-13,29.2,2,,4,85,,
09-23-13,30.6,0,,0,77,,
09-24-13,30.2,2,,0,81,,
09-25-13,27.4,0,,27,90,,
09-26-13,28.3,2,,1,84,,
09-27-13,28.7,4,,20,81,,
09-28-13,28.4,0,,0,84,,
09-29-13,26.8,2,,1,86,,
09-30-13,26.6,2.3,,2,84,,
10-01-13,28.5,2,,5,79,,
10-02-13,30,2.5,,0,72,,
10-03-13,28.1,2,,0,79,,
10-04-13,25.9,2,,4,90,,
10-05-13,26.6,2,,30,90,,
10-06-13,26.3,2,,13,88,,
10-07-13,26.9,0,,3,88,,
10-08-13,27.9,2,,1,76,,
10-09-13,28.3,2,,0,75,,
10-10-13,29.2,2,,0,70,,
10-11-13,29.4,2,,0,69,,
10-12-13,28.9,2,,0,77,,
10-13-13,29,3.2,,4,72,,
10-14-13,29.3,2.7,,1,71,,
10-15-13,28,3,,0,80,,
10-16-13,27.6,2,,6,82,,
10-17-13,28.7,0,,1,80,,
10-18-13,29.4,0,,0,73,,
10-19-13,29.6,2,,0,72,,
10-20-13,27.4,2,,0,78,,
10-21-13,25.4,4,,3,88,,
10-22-13,24.9,0,,35,90,,
10-23-13,25.4,0,,13,86,,
10-24-13,27.4,0,,0,79,,
10-25-13,24.4,2,,0,91,,
10-26-13,23.4,2.3,,11,88,,
10-27-13,24.9,2,,1,81,,
10-28-13,26,2,,0,76,,
10-29-13,26.8,2,,0,73,,
10-30-13,25.5,2,,0,67,,
10-31-13,25.4,2,,0,67,,
11-01-13,25,2,,0,69,,
11-02-13,25.4,2,,0,70,,
11-03-13,26.1,0,,0,72,,
11-04-13,24.4,0,,0,81,,
11-05-13,24.4,2,,0,73,,
11-06-13,24,2,,0,74,,
11-07-13,24.5,2,,0,69,,
11-08-13,24.5,2,,0,69,,
11-09-13,24.7,0,,0,68,,
11-10-13,25.4,2,,0,66,,
11-11-13,25.2,2,,0,58,,
11-12-13,24.2,2.5,,0,52,,
11-13-13,23.9,2,,0,57,,
11-14-13,23.5,2,,0,64,,
11-15-13,23.9,0,,0,61,,
11-16-13,25,2,,0,56,,
11-17-13,22.9,2,11.05,0,69,155.48,124.36
11-18-13,24.5,2,157.11,0,60,133.84,
11-19-13,23.2,2,155.9,0,60,131.42,
11-20-13,22.1,2,142.33,0,66,155.49,
11-21-13,21.8,2,153.67,0,71,169.24,
11-22-13,22.7,2,152.6,0,67,161.7,
11-23-13,22.7,2.5,146.99,0,63,150.01,
11-24-13,22,2,123.31,0,65,224.01,
11-25-13,22.3,2,130.26,0,70,146.11,445
11-26-13,22.7,0,121.04,0,72,153.34,
11-27-13,22.4,2,134.29,0,75,127.14,
11-28-13,23.2,2,138.93,0,69,131.66,
11-29-13,23.6,2,126.51,0,67,177.06,
11-30-13,23.4,2,118.77,0,71,169.72,
12-01-13,23.7,2.3,122.69,0,66,197.3,23.28
12-02-13,23.5,2,121.61,0,65,170.21,
12-03-13,22.4,2,132.2,0,75,164.49,
12-04-13,23.4,2,132.3,0,69,136.79,
12-05-13,23.1,0,109.2,0,68,153.61,
12-06-13,22.4,0,125.89,0,70,175.26,
12-07-13,22.5,2,110.84,0,72,159.78,
12-08-13,22.6,2,119.41,0,68,147.84,
12-09-13,22.3,3,95.75,0,77,163,
12-10-13,22.4,2,130.28,0,71,110.12,
12-11-13,22,2,123.11,0,64,158.32,
12-12-13,20.1,0,103.79,0,67,255.98,
12-13-13,20,2,104,0,67,292.05,
12-14-13,19.4,2,100.43,0,70,329.21,
12-15-13,19.1,2,127.17,0,75,245.54,
12-16-13,19.5,2,126.42,0,68,213.28,
12-17-13,19,0,129.87,0,67,192.57,
12-18-13,19.3,2,91.94,0,69,247.74,
12-19-13,18.8,0,69.53,0,79,318.69,
12-20-13,19.7,2,62.38,0,80,347.11,
12-21-13,20,0,85.27,0,85,250.94,
12-22-13,20,0,95.95,0,80,223.26,
12-23-13,21,2,102,0,75,239.81,126.68
12-24-13,20.8,2.8,122.75,0,68,247.16,
12-25-13,17.4,3,112.12,0,75,260.01,
12-26-13,17.5,2.3,93.16,0,73,274.46,
12-27-13,16,2,89.15,0,85,318.26,
12-28-13,16.6,0,84.51,0,84,315.09,
12-29-13,16.8,2,109.25,0,82,289.41,
12-30-13,17.3,2,126.13,0,72,258.14,
12-31-13,16.4,2,128.73,0,73,279.74,
01-01-14,19.2,2,7.04,0,63,315.6657143,222.31
01-02-14,19.3,2,125.8,0,71,226.3427273,209.55
01-03-14,18.2,2,106.85,0,66,242.5386957,202.26
01-04-14,16.9,2,120.45,0,71,229.3591667,169.56
01-05-14,17,2,115.93,0,76,252.6665217,127.45
01-06-14,17.1,0,103.12,0,84,293.7491667,153.3
01-07-14,17,2,32.69,0,77,359.5966667,191.56
01-08-14,16.6,2,89.63,0,60,309.6554167,215.18
01-09-14,14.4,2,133.19,0,87,277.3491667,222.65
01-10-14,15.7,2,89.88,0,83,302.7970833,315.62
01-11-14,20,2,107.74,0,63,370.2517391,234.67
01-12-14,19.5,2,123.26,0,64,227.96875,187.28
01-13-14,20,2.5,103.36,0,67,208.51,216.66
01-14-14,17.2,2,123.75,0,83,223.99125,204.92
01-15-14,15.8,2,99.75,0,88,218.76375,201.48
01-16-14,16.7,2.7,31.47,0,78,189.3658333,229.7
01-17-14,17.2,2.3,83.29,0,84,195.0991667,207.04
01-18-14,20.1,3,104.02,0,69,249.9854167,179.82
01-19-14,20.3,4,134.96,0,72,207.7929167,185.95
01-20-14,18.6,2,122.99,0,79,235.3020833,160.52
01-21-14,16.7,2.5,123.24,0,85,186.0379167,155.38
01-22-14,19.2,2,104.42,0,80,173.8191667,144.36
01-23-14,21.4,2,118.07,0,66,323.3829167,144.53
01-24-14,21,3,136.12,0,67,253.82,201.79
01-25-14,21.2,2,122.88,0,61,241.63,180.76
01-26-14,19.7,2.5,138.14,0,62,177.0773913,110.43
01-27-14,17.5,2,151.79,0,70,194.3925,124.68
01-28-14,17.1,2.5,138.35,0,71,220.4883333,149.99
01-29-14,19.3,2,116.46,0,67,234.2370833,153.69
01-30-14,20,2.5,147.03,0,61,243.1658333,148.52
01-31-14,18,3,136.94,0,81,307.9275,169.32
02-01-14,18.4,2.5,114.34,0,78,254.6316667,161.03
02-02-14,19.3,2.8,156.15,0,66,229.5458333,140.74
02-03-14,17.6,2.5,155.89,0,67,208.3341667,131.21
02-04-14,16.2,3,127.69,0,77,267.57125,172.92
02-05-14,19.6,2,122.61,0,74,327.9820833,194.1
02-06-14,21.1,2,135.37,0,67,316.87,184.36
02-07-14,21.9,3,146.12,0,59,321.0858333,156.06
02-08-14,23.6,2,133.42,0,67,211.81875,115.38
02-09-14,23.1,2,130.97,0,65,196.5366667,86.29
02-10-14,22,2,136.54,0,51,255.0195833,99.78
02-11-14,22.4,2.3,120.09,0,51,247.3482609,107.53
02-12-14,21.5,2,158.56,0,44,198.28375,93.82
02-13-14,20.7,2.8,149.63,0,48,202.56625,90.06
02-14-14,21.6,2,134.17,0,45,216.9804167,103.36
02-15-14,19.6,2.8,99.73,0,71,164.6245833,79.01
02-16-14,18.8,2.3,45.55,1,87,105.0808333,69.46
02-17-14,17.9,2,84.35,8,79,106.5375,54.6
02-18-14,18.8,2.7,162.33,3,59,193.905,105.99
02-19-14,21.2,2,174.11,0,56,189.0708333,110.11
02-20-14,21,2,171.24,0,58,195.7675,132.75
02-21-14,20.9,2.7,162.66,0,58,305.1213043,169.01
02-22-14,21.9,2,140.2,0,59,319.08625,206.5
02-23-14,23.1,2.7,141.9,0,58,346.7086957,240.35
02-24-14,23.4,2,149.96,0,64,186.4283333,74.32
02-25-14,24.3,2.5,162.46,0,52,203.4586957,100.23
02-26-14,22.7,2,149.22,0,58,223.1541667,114.07
02-27-14,23.4,2.5,137.99,0,56,251.8956522,142.33
02-28-14,22.3,5,144.86,0,65,165.8845833,74.4
03-01-14,23.4,2,152.17,0,57,149.7279167,72.48
03-02-14,23.4,2.8,6.77,0,59,130.64,62.64
03-03-14,24,2,167.03,0,55,166.3295833,77.72
03-04-14,23.9,3,133.37,0,46,178.38,62.58
03-05-14,23.2,2.7,170.93,0,52,178.2225,85.36
03-06-14,23.7,2,161.36,0,52,210.1404348,101.15
03-07-14,23.3,4.7,168,0,48,216.2025,102.94
03-08-14,22.8,2,169.24,0,47,209.8321739,88.33
03-09-14,23.7,2,163.74,0,44,237.8741667,115.08
03-10-14,24.5,2.8,150.16,0,45,225.325,106.71
03-11-14,24.6,2,169.54,0,45,214.7547619,107.15
03-12-14,26.1,2,147.09,0,47,412.7858824,208.68
03-13-14,27.1,2,132.84,0,52,258.9842857,153.14
03-14-14,26.8,2,161.74,0,45,208.1408333,96.48
03-15-14,25.9,3,183.4,0,40,180.6233333,87.92
03-16-14,25.8,2.3,176.59,0,42,190.345625,94.97
03-17-14,26.5,2,160.72,0,44,347.766,178.28
03-18-14,27.9,2,144.33,0,60,312.769,168.83
03-19-14,28.3,2.5,157.32,0,64,147.8455556,76.8
03-20-14,27.4,2,160.31,0,52,166.2083333,68.33
03-21-14,27.1,2,135.82,0,50,231.2633333,76.51
03-22-14,27.2,2,154.33,0,57,199.3186957,105.52
03-23-14,26,2,181.1,10,58,108.3963636,82.35
03-24-14,26.5,2.5,165.85,0,65,129.0220833,66.72
03-25-14,27.1,2,160.94,0,66,138.7926087,67.07
03-26-14,28.5,2,151.5,0,67,129.1045833,66.95
03-27-14,30.2,2,184.65,0,65,117.1434783,54.51
03-28-14,30.5,3,196.13,0,56,141.003913,62.39
03-29-14,31.5,2,205.2,0,42,168.7341667,74.16
03-30-14,31.5,2.7,197.9,0,47,166.4991667,68.08
03-31-14,31.6,2,189.99,0,51,169.0870833,73.1
04-01-14,30.7,2,166.17,0,58,136.975,62.04
04-02-14,30.9,2,181.64,0,54,158.47,73.89
04-03-14,29.7,2,178.76,0,59,179.4833333,70.18
04-04-14,25,2,164.76,54,69,90.55869565,52.65
04-05-14,27.7,2,135.26,6,65,175.7583333,98.09
04-06-14,27.9,2,172.85,0,70,148.6713043,77.31
04-07-14,29.5,2.3,162.17,1,68,140.1073913,63.94
04-08-14,29.9,2.7,154.72,0,71,96.79416667,37.6
04-09-14,30.5,3.3,164.84,0,68,95.25043478,39.49
04-10-14,29.6,2,194.81,0,60,114.3841667,46.9
04-11-14,30.2,2,205.43,0,52,158.6041667,72.5
04-12-14,30.8,2,199.65,0,50,131.5247826,59.52
04-13-14,30.1,2,201.77,0,42,126.3352174,52.58
04-14-14,29.7,3,185.44,0,50,253.7875,99.58
04-15-14,29.8,2,158.09,0,51,228.5570833,110.6
04-16-14,31.6,2,173.4,0,49,218.6422727,112.47
04-17-14,31.3,2,196.67,0,63,104.0513043,48.91
04-18-14,32.2,2,197.97,0,58,156.3225,63.03
04-19-14,31.8,2,177.63,0,58,177.8329167,75.49
04-20-14,32.6,2,194.66,0,51,222.3436364,98.18
04-21-14,32,2,216.48,0,40,251.08875,108.05
04-22-14,32.4,2,213.04,0,37,250.953913,105.8
04-23-14,32.8,2,214.86,0,36,236.0713043,101.75
04-24-14,34.4,2.3,212.89,0,38,210.16625,87.28
04-25-14,32.2,2.5,203.78,0,50,158.0845455,64.42
04-26-14,31.5,2.3,207.37,0,58,122.6156522,59.36
04-27-14,32.2,2,216.6,1,64,115.7829167,55.09
04-28-14,29.4,2,155.75,0,68,114.5604167,46.44
04-29-14,30.4,2,181.89,7,65,97.45791667,38.18
04-30-14,31,2.3,225.51,11,65,99.49375,51.37
05-01-14,29.4,5.5,197.21,0,68,87.03125,37.31
05-02-14,29.5,4.5,200.78,15,64,81.36166667,37.04
05-03-14,28.7,2,191.1,3,60,84.02333333,36.15
05-04-14,30.3,2,217.38,0,61,100.20875,46.75
05-05-14,28.4,2,104.17,0,72,81.56166667,36.27
05-06-14,31.3,2,190.45,0,60,124.86375,69.19
05-07-14,27.7,2.5,153.62,0,78,60.07086957,25.3
05-08-14,30.6,2,175.42,22,68,63.5825,23.41
05-09-14,32.3,3,225.27,0,65,61.54916667,20.87
05-10-14,31.6,2,119.35,0,65,74.33454545,29.87
05-11-14,28.7,3,42.19,1,76,48.0175,18.7
05-12-14,31.4,3.7,196.42,3,69,71.49863636,28.43
05-13-14,31.1,3.3,202.56,0,69,85.87833333,36.28
05-14-14,30.9,2.5,206.08,15,61,99.38608696,48.67
05-15-14,30.6,2.3,187.87,0,63,99.97666667,45.66
